0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.52473014,-0.68255787,-0.21481748,0.63187234,-0.7741349,-1.7517895,1.4478094,-0.47876144,1.4298503,1.9333573,-0.63787331,-1.0809788,-0.53540335,0.798086,-0.8800852,-0.10505623,-0.73272931,-0.9523759,-1.1563265,0.033170997,0.67467478,-1.15228,-1.7481315,-0.52044731,-0.45420855,0.98783652,0.024367557,-1.0865973,-0.5337674,-0.38890145,-1.0085989,-0.32743361,-0.2992819,-0.27434776,1.7728338,0.70715767
-0.56031737,-0.63466152,-0.19593424,0.59848526,-0.6822407,-1.7236914,1.3640999,-0.74699922,1.4298503,1.7909644,-0.72795505,-1.1340934,-0.51720823,0.65016097,-0.86323041,-0.043877476,-0.82524428,-0.9523759,-1.1563265,0.033170997,0.60442176,-1.180606,-1.7095218,-0.52044731,-0.45420855,0.95716226,-0.077147488,-1.1905204,-0.38737189,-0.50127988,-1.1353552,-0.32743361,-0.28053236,-0.3024881,1.6289176,0.70715767
-0.61369822,-0.66659242,-0.12040129,0.51501757,-0.65926716,-1.6955933,1.3138741,-0.83641182,1.4298503,1.6663706,-0.7459714,-1.1695032,-0.48081799,0.45292758,-0.82952084,0.017301281,-0.91775925,-0.93238417,-1.1563265,-0.048682615,0.49904223,-1.180606,-1.7095218,-0.52044731,-0.38648695,0.92648799,-0.14482419,-1.1905204,-0.24097639,-0.78222595,-1.1670442,-0.32743361,-0.28053236,-0.3024881,1.6289176,0.70715767
-0.63149184,-0.71448877,-0.044868335,0.43154987,-0.7741349,-1.6955933,1.2469065,-0.89005937,1.5232067,1.4349821,-0.7099387,-1.1340934,-0.49901311,0.2556942,-0.79581127,0.13965879,-0.99177122,-0.8924007,-1.1836232,-0.13053623,0.46391572,-1.1239541,-1.7481315,-0.52044731,-0.35262615,0.89581373,-0.21250088,-1.1905204,-0.12385999,-0.89460438,-1.1670442,-0.32743361,-0.26178283,-0.33062844,1.6289176,0.70715767
-0.70266631,-0.74641967,0.049547855,0.34808218,-0.75116135,-1.6955933,1.0627454,-0.89005937,1.5978919,1.3103884,-0.65588966,-1.0986836,-0.49901311,0.025588588,-0.74524691,0.28240923,-1.0472802,-0.87240897,-1.1836232,-0.13053623,0.3936627,-1.0956281,-1.7481315,-0.52044731,-0.38648695,0.89581373,-0.28017758,-1.1905204,-0.065301785,-0.9507936,-1.2304223,-0.35746295,-0.2430333,-0.33062844,1.5209804,0.70715767
-0.82722163,-0.76238512,0.14396405,0.29800156,-0.79710844,-1.6534462,0.79487481,-0.83641182,1.6165632,1.1145981,-0.72795505,-0.93933967,-0.48081799,-0.12233645,-0.74524691,0.42515966,-1.1397952,-0.93238417,-1.1836232,-0.13053623,0.35853619,-1.0956281,-1.7481315,-0.54424592,-0.45420855,0.89581373,-0.31401593,-1.2251615,-0.006743583,-1.0069828,-1.1036661,-0.32743361,-0.22428377,-0.33062844,1.4130432,0.70715767
-1.2008876,-0.73045422,0.25726347,0.28130803,-0.7741349,-1.5832009,0.51026228,-0.94370693,1.6165632,0.86541053,-0.67390601,-0.83311036,-0.44442775,-0.22095314,-0.69468255,0.56791009,-1.1212922,-0.87240897,-1.1563265,-0.089609421,0.3936627,-1.1239541,-1.7481315,-0.54424592,-0.38648695,0.8344652,-0.28017758,-1.2251615,0.051814619,-0.9507936,-1.040288,-0.32743361,-0.20553423,-0.33062844,1.269127,0.70715767
-1.1653004,-0.66659242,0.35167967,0.24792095,-0.75116135,-1.4848576,0.30935932,-1.1046496,1.6165632,0.68741939,-0.7099387,-0.7799957,-0.42623263,-0.40175041,-0.74524691,0.7922322,-1.1212922,-0.8324255,-1.1563265,-0.048682615,0.3936627,-1.0956281,-1.7095218,-0.52044731,-0.42034775,0.8344652,-0.34785428,-1.1905204,0.13965192,-0.9507936,-1.1353552,-0.32743361,-0.1867847,-0.35876877,1.1611899,0.78494955
-0.98736418,-0.65062697,0.50274557,0.14775972,-0.82008199,-1.4286614,0.12519827,-1.1940622,1.6165632,0.52722738,-0.65588966,-0.72688105,-0.40803751,-0.45105875,-0.71153733,1.0165543,-1.1212922,-0.85241723,-1.1563265,-0.089609421,0.35853619,-1.0956281,-1.670912,-0.52044731,-0.38648695,0.80379093,-0.48320767,-1.1212384,0.28604742,-0.9507936,-1.2304223,-0.32743361,-0.16803517,-0.35876877,0.90933649,0.86274143
