1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2.4839397,2.5388877,2.4522678,2.3613104,2.4397048,2.364462,2.4290092,2.4843627,2.4101664,2.4411318,2.449847,2.3223728,2.4838312,2.4478854,2.4581154,2.6233491,2.6414035,2.5594321,2.5867512,2.5285885,2.6212324,2.557042,2.5635445,2.5017436,2.5887812,2.577143,2.546714,2.4716452,2.6561424,2.6524988,2.7217204,2.6208971,2.7289245,2.6079962,2.4575265,2.6236479,2.7109888,2.6319985,2.615399,2.5478744,2.6218389,2.6147126,2.4796945,2.5216396,2.5450844,2.5811888,2.543988,2.6033202,2.5607764,2.4834356,2.5483635,2.6047808,2.5794549,2.5839384,1.2225131,1.2968886,1.1549481,1.2669459,1.1755823,1.3697427,1.1897139,0.91606299,0.96095097,1.3014986,1.3081264,1.2389849,1.1601293,2.6853222,2.7326794,2.7370103,2.6792419,2.6960599,2.6822769,2.7200366,2.6890156,2.6864037,2.7167978,2.7313076,2.6434661,2.7199439,2.6757206,2.5561951,2.7573213,2.7908987,2.6730188,2.7997229,2.8398497,2.8009686,2.9041786,2.8570291,2.7958183,2.9094848,2.786726,2.8068201,2.861395,2.8450288,2.8220847,2.8597881,2.8376007,2.8498544,2.8281515,2.822114,2.7386152,2.8117095,2.8386702
2.2762865,2.3444601,2.2488496,2.1702868,2.2488131,2.192751,2.2271878,2.28589,2.2185121,2.2387999,2.3224536,2.1298419,2.2688158,2.2569301,2.3439948,2.3862578,2.3796757,2.3187916,2.3161748,2.2458766,2.3743402,2.3230958,2.308124,2.2436672,2.4723982,2.315032,2.2531057,2.3767891,2.3881447,2.4446266,2.5119207,2.4203024,2.5088967,2.4134324,2.2815342,2.4207751,2.4938504,2.4293083,2.4386064,2.2813383,2.346727,2.3376068,2.2032062,2.2593144,2.2777254,2.3149095,2.2800412,2.3406991,2.2869547,2.1922478,2.2952515,2.333214,2.2822079,2.3224772,1.0428236,1.1069947,0.95817233,1.168449,0.94714307,1.1976964,1.0260223,0.72014528,0.78960856,1.1392253,1.1157945,1.0442643,0.96448704,2.477806,2.5393479,2.5098085,2.4875984,2.477633,2.4972437,2.4989198,2.497827,2.4802622,2.5208585,2.5055184,2.4326257,2.5244361,2.4643781,2.3915363,2.5766667,2.5934923,2.4636704,2.582717,2.6176131,2.6015608,2.6516672,2.6381538,2.5787877,2.7549837,2.551325,2.5860984,2.6620303,2.6437829,2.6158479,2.658486,2.6156066,2.641209,2.6106852,2.6049711,2.5334516,2.5935579,2.6740236
2.0675157,2.1299881,2.051742,1.982475,2.0584461,2.0194963,2.028776,2.0929482,2.0450462,2.0398236,2.1337781,1.9388072,2.0626299,2.0656654,2.1663467,2.1323911,2.1241402,2.0651078,2.0553566,1.9702454,2.128407,2.0690821,2.0567427,2.0280319,2.2239392,2.0596594,1.9658541,2.2902893,2.1185954,2.2390426,2.3044344,2.2197247,2.2941522,2.2166935,2.1049538,2.218095,2.2822735,2.2263788,2.1969381,2.0170445,2.0785107,2.0685704,1.9373973,1.9995277,2.0169051,2.0518304,2.0184954,2.0822848,2.0042227,1.9117737,2.0454622,2.0676142,2.00112,2.0628749,0.84796223,1.0555145,0.76454284,1.0089935,0.73270094,1.0600192,0.83062355,0.52244461,0.59296524,1.0153201,1.0502939,1.1246475,0.76893046,2.2720236,2.3287668,2.2778408,2.2786509,2.2633875,2.2947108,2.2859269,2.2890654,2.2753679,2.3196204,2.2745276,2.2257007,2.3154694,2.2554494,2.1949277,2.3633233,2.3749074,2.2573781,2.3655967,2.3959612,2.3914683,2.3976296,2.4196308,2.3449327,2.5434979,2.3221736,2.357735,2.4451541,2.4324398,2.3934662,2.446293,2.3948023,2.4190296,2.3939146,2.386717,2.3279232,2.3639658,2.4652442
1.9218926,1.9206823,1.8557991,1.7955028,1.868393,1.8380673,1.8334465,1.9015651,1.8541591,1.843555,1.9434596,1.7479721,1.8713282,1.8743518,1.9842129,1.8787522,1.8677487,1.8118234,1.7914554,1.6998991,1.8837133,1.8154641,1.8058699,1.7783733,1.978078,1.8036247,1.6824847,2.0994703,1.8496769,2.0340932,2.0977347,2.0190887,2.0826577,2.0206268,1.9281099,2.0153688,2.0723938,2.0238785,1.9532373,1.7536369,1.8118242,1.8021597,1.6751405,1.7414053,1.7566874,1.7922787,1.7583367,1.8256242,1.73385,1.6440948,1.7964795,1.8026293,1.7262505,1.8040278,0.65928998,0.99805084,0.57108138,0.81834374,0.52223993,0.84641537,0.63531022,0.32582622,0.39169916,0.82191512,0.9994709,1.0136218,0.57222842,2.0667086,2.1190394,2.0491548,2.0712136,2.0500862,2.0925379,2.0729426,2.0815282,2.0707402,2.1164411,2.0420168,2.0186912,2.1077241,2.0480837,1.9998521,2.1515785,2.1571063,2.0515759,2.1481761,2.1747269,2.1819345,2.1550706,2.2017351,2.1111415,2.3270464,2.0942003,2.1301857,2.2284538,2.2158588,2.170859,2.2346962,2.1745336,2.1977712,2.1777069,2.1684673,2.1225303,2.1371159,2.2494949
1.7187752,1.7019686,1.6597017,1.6070838,1.6780904,1.6566502,1.6327249,1.7114418,1.6629554,1.647799,1.7532294,1.6071638,1.6610729,1.6831816,1.797266,1.6254138,1.6134646,1.558999,1.5360698,1.4326578,1.63863,1.5622611,1.5555937,1.529029,1.7306008,1.5489454,1.405743,1.8602573,1.5765789,1.8292301,1.8917722,1.8188405,1.8748986,1.8229111,1.752052,1.8130586,1.8655544,1.8214071,1.6905778,1.4909983,1.5450547,1.5590775,1.4081293,1.4839001,1.4963957,1.5304515,1.4989158,1.5677057,1.4708764,1.3859989,1.5482764,1.5390887,1.463457,1.5460143,0.60512812,0.80033762,0.5257209,0.62179284,0.53004466,0.6463318,0.52504338,0.13438136,0.19665017,0.62627441,0.81156863,0.85248281,0.49238833,1.8620058,1.9095652,1.8199174,1.8646269,1.8373292,1.8906732,1.861386,1.8742258,1.866546,1.9136371,1.8141623,1.8125497,1.8999185,1.8411126,1.8052142,1.9402183,1.9393701,1.8463653,1.9299857,1.9526263,1.9677717,1.9127852,1.9828554,1.8776888,2.1090046,1.8687353,1.9065872,2.0108697,1.995879,1.9485772,2.0200866,1.954274,1.9770164,1.9614236,1.9496227,1.9165944,1.9109591,2.0284152
1.5084285,1.493056,1.5521394,1.4199885,1.4893883,1.4752471,1.4377235,1.52027,1.4738413,1.4508676,1.5630989,1.4586993,1.4608323,1.4921731,1.6155891,1.372304,1.3578419,1.3086622,1.2779893,1.164136,1.3954384,1.309139,1.3297896,1.2828623,1.4836304,1.3625746,1.1285275,1.621855,1.3101686,1.6257955,1.6865804,1.617769,1.661668,1.623061,1.5751211,1.6099833,1.6539735,1.6189915,1.4468291,1.2292063,1.2804674,1.2962654,1.1552149,1.2263962,1.2397372,1.273099,1.2394317,1.312203,1.2171043,1.132843,1.3000647,1.2775283,1.203446,1.2883581,0.6446175,0.60509558,0.58355781,0.58137177,0.59672357,0.50374575,0.57812274,-0.054011878,0.007677636,0.53857942,0.64435349,0.65286526,0.55169361,1.657952,1.7005523,1.5951508,1.6582624,1.625532,1.6896471,1.6502309,1.667613,1.6619271,1.7112498,1.5867439,1.6066795,1.6931356,1.6345811,1.6110621,1.7294275,1.7220958,1.6415576,1.7120106,1.731464,1.7533786,1.6662666,1.7650373,1.6438907,1.8894681,1.6458207,1.6831942,1.7934451,1.7799402,1.7258461,1.8020702,1.7336466,1.7564592,1.7446979,1.7310007,1.7100459,1.6866926,1.8004798
1.3006752,1.2842867,1.3569138,1.2324846,1.2995706,1.2969108,1.2403784,1.3284437,1.282756,1.2540363,1.3752474,1.3995604,1.2592238,1.3013479,1.4289366,1.14041,1.2022802,1.081894,1.1173452,0.97644501,1.1585605,1.0924066,1.1255763,1.1077139,1.2316102,1.1343542,0.98866993,1.3837735,1.1096989,1.4221589,1.4812023,1.4169144,1.4564456,1.4313817,1.4014934,1.4071182,1.448672,1.4179195,1.1742319,0.99887825,1.0155611,1.0315292,0.8969232,0.96876628,0.9830934,1.0153026,0.98085728,1.0571948,0.9484792,0.8600624,1.0511008,1.0200492,0.93453901,1.0294937,0.69526613,0.49624213,0.65253624,0.61437488,0.67818064,0.55717266,0.63786556,-0.2355249,-0.17590757,0.58248785,0.50003948,0.50667931,0.62204327,1.4538471,1.4919111,1.3686333,1.4524822,1.413932,1.4879267,1.4404314,1.4613107,1.4585186,1.5093279,1.3600137,1.4011326,1.4868028,1.4286099,1.417419,1.5194285,1.5041855,1.4370946,1.4942809,1.5097395,1.5413214,1.4381816,1.5455562,1.410995,1.6742304,1.4219903,1.4609782,1.576202,1.5604149,1.5039861,1.5880814,1.5131603,1.5360621,1.5281209,1.5126325,1.5041387,1.4623702,1.5900363
1.0902862,1.0800852,1.1631714,1.0462894,1.1110215,1.1198635,1.0604799,1.1393131,1.0924231,1.061055,1.1877922,1.3348357,1.0642268,1.1107318,1.2406365,0.94155771,1.0220091,0.9594989,0.94097384,0.82116857,0.96078867,0.9599117,1.016557,0.9618115,1.086663,0.99440624,0.83648479,1.1457407,0.93099796,1.2164979,1.2754929,1.2163045,1.25298,1.2320776,1.2252958,1.2044902,1.246179,1.2137936,0.8803459,0.81916475,0.75068571,0.76774296,0.64227132,0.71220777,0.72454682,0.75740961,0.74391467,0.80171574,0.68102673,0.61198105,0.80348742,0.75819594,0.66181889,0.79457957,0.75660093,0.54679161,0.72508242,0.67751672,0.76570415,0.60517746,0.71016909,-0.40960453,-0.34967298,0.65463757,0.5335268,0.53297944,0.68688359,1.2497516,1.2836636,1.1422222,1.2471546,1.2030018,1.2871526,1.2301157,1.2553563,1.2544054,1.3046473,1.1353253,1.1957924,1.2807055,1.2228377,1.2240386,1.3095473,1.2877746,1.2329647,1.2752262,1.2881958,1.32171,1.2010845,1.3271818,1.1767746,1.446415,1.1978814,1.2367403,1.3591668,1.3369927,1.2808688,1.3664979,1.292836,1.3157121,1.3117143,1.2928955,1.2974895,1.2382276,1.5177008
0.88273283,0.87154114,0.96794071,0.85970429,0.92050406,0.93752747,0.86828579,0.9493701,0.90225567,0.88478775,0.99826833,1.1440757,0.86688651,0.94035213,1.0505979,0.7597155,0.86482346,0.78293884,0.80071053,0.68084137,0.7612341,0.77068383,0.81096084,0.7896903,0.88745517,0.81864058,0.67847219,0.99981916,0.75066835,1.0132103,1.0696487,1.0117289,1.0672472,1.0298863,1.0474893,0.99751226,1.0386925,1.0097256,0.61602997,0.97036611,0.48614205,0.50365141,0.38732386,0.45541824,0.46743003,0.49949349,0.48490748,0.54668324,0.4142377,0.34930007,0.55497256,0.49790143,0.39294029,0.53704242,0.82805579,0.59274099,0.80912542,0.75069582,0.86881771,0.66464784,0.79225021,-0.57445324,-0.51290542,0.71975755,0.59404172,0.58511508,0.77512694,1.0463464,1.0758175,0.91680399,1.0422465,0.99257487,1.086839,1.0202649,1.0497937,1.0515715,1.103617,0.91078985,0.99072233,1.0750419,1.01729,1.0309533,1.1002525,1.0720003,1.0292101,1.0562442,1.0657338,1.1060638,0.96669587,1.1078266,0.94350946,1.2199554,0.97516179,1.0166365,1.1410536,1.1136234,1.0586734,1.148989,1.0726988,1.0954525,1.0955043,1.073238,1.0920799,1.0155071,1.355224
0.67230088,0.6632038,0.77367057,0.67331531,0.73131292,0.75583285,0.67832059,0.75946385,0.711289,0.69028938,0.80636531,0.95397345,0.66794547,0.74878689,0.86429175,0.59721042,0.69806163,0.62724008,0.65123452,0.54899786,0.58638851,0.58642747,0.66833372,0.64737911,0.70734509,0.65759494,0.55344663,0.82462159,0.53933328,0.80796159,0.865145,0.81229259,0.8975995,0.82770009,0.8678649,0.79656321,0.83595907,0.80572383,0.33947541,0.70849012,0.22176772,0.24023685,0.13244148,0.19803538,0.21067184,0.24204441,0.22619563,0.29184852,0.15028608,0.091170907,0.30647176,0.23849897,0.12454204,0.27961558,0.89428425,0.66541602,0.90469535,0.82786482,0.92071354,0.73499253,0.88341043,-0.78235298,-0.72066428,0.79471185,0.64968797,0.64814854,0.85746361,0.84341772,0.86838305,0.68219617,0.83776677,0.78261745,0.886228,0.8111931,0.84470981,0.84851103,0.89958409,0.68262356,0.78610966,0.86973422,0.812465,0.83820113,0.89149301,0.85884511,0.82588045,0.83734671,0.84451283,0.88649292,0.73167468,0.88978858,0.70932387,0.99293236,0.75250592,0.79470732,0.9229979,0.89031553,0.83549438,0.92752564,0.85166608,0.87529801,0.87833085,0.85367298,0.88557535,0.79151367,1.1894932
0.46338263,0.45918064,0.57940612,0.4871207,0.53959312,0.57177004,0.48397651,0.56960034,0.52035316,0.49753456,0.61449361,0.76399642,0.48614002,0.55880099,0.6725666,0.37128455,0.44913274,0.46441013,0.46505145,0.3901164,0.44141444,0.38821399,0.48227937,0.43690662,0.54143132,0.47414516,0.30010108,0.65063756,0.28010942,0.60459528,0.66062246,0.61225787,0.69275923,0.63183171,0.6901175,0.59448603,0.63117402,0.60361168,0.045294248,0.44623723,-0.042395947,-0.02311454,-0.11988945,-0.058813995,-0.046347134,-0.015468467,-0.033438197,0.036620124,-0.10677397,-0.17063843,0.057988209,-0.020800479,-0.024019118,0.020905066,0.8733358,0.7481536,0.932934,0.90512962,0.73933344,0.79830194,0.91534276,-1.0053181,-0.93715409,0.86245245,0.73061626,0.72147589,0.90150798,0.64103087,0.66183202,0.52917469,0.63398867,0.57710232,0.6863962,0.60250709,0.64099686,0.64729136,0.69586494,0.50571789,0.58273176,0.66535628,0.60838156,0.64648374,0.68316216,0.66261014,0.62388701,0.61854839,0.62223209,0.67058761,0.49913976,0.67061467,0.47642216,0.76600314,0.53053414,0.57278023,0.71342565,0.66708115,0.61237429,0.71035479,0.63185658,0.65526682,0.66247252,0.63421646,0.67779423,0.56882709,1.2067744
0.25452493,0.25459439,0.38470862,0.33622985,0.34965105,0.39056841,0.29187047,0.37927375,0.32945358,0.30336578,0.42534169,0.57350848,0.28845914,0.36580949,0.48087525,0.15051726,0.26292914,0.24099579,0.29977228,0.14483869,0.28458514,0.22802607,0.2759389,0.22291183,0.33213534,0.26806467,0.16185385,0.48312973,0.20276867,0.39984996,0.45542472,0.4126025,0.48804546,0.43310994,0.51451396,0.39078183,0.42750481,0.39986837,-0.09005364,0.18434001,-0.048003424,0.043336773,-0.13919149,-0.077048217,-0.073168136,-0.036729392,-0.24150146,-0.076145805,-0.0058837784,-0.10026041,-0.098569279,-0.14077966,-0.0074889564,-0.21337701,0.69712848,0.82479781,0.75613481,0.78145365,0.53744423,0.74591985,0.74657436,-1.2279865,-1.1474264,0.82230215,0.79169243,0.80444925,0.73768346,0.44672177,0.48661332,0.37555006,0.45781257,0.38323939,0.48931426,0.42000931,0.44769426,0.45902841,0.5034464,0.35839012,0.41093243,0.46613857,0.43930866,0.45473242,0.48284239,0.47698701,0.42998029,0.39986743,0.40003164,0.45154113,0.4721778,0.45151896,0.24242879,0.53918677,0.30788282,0.35152239,0.58306766,0.44393289,0.39069918,0.56931432,0.41158745,0.43482799,0.44549561,0.44184519,0.47133777,0.44459149,1.0037862
0.045738433,0.049196348,0.18981062,0.14927217,0.16203975,0.21657687,0.099804813,0.18960927,0.13976961,0.10925312,0.2336168,0.38303474,0.090740957,0.17441581,0.28922358,0.12663649,-0.010916515,0.038951873,0.1632733,0.029405127,0.15110323,0.095186224,0.15412646,0.1270851,0.11043562,0.11138248,0.088628416,0.27547143,0.22508711,0.19513954,0.25086387,0.21109046,0.28347882,0.23463558,0.33704051,0.18717402,0.22309394,0.19834796,-0.069700875,-0.079337051,-0.055077278,-0.053266053,-0.14732581,-0.10344936,-0.12496603,-0.091085315,-0.16346195,-0.077345421,-0.19941589,-0.21346549,-0.071815534,-0.072098284,-0.21174412,-0.15547524,0.48378041,0.79045794,0.54669897,0.57429319,0.33297261,0.55493058,0.54131389,-1.4426934,-1.3532541,0.6379335,0.73838694,0.8621925,0.50854182,0.28350058,0.3048339,0.23054933,0.27421369,0.24156336,0.30831751,0.23210273,0.26715571,0.28327585,0.33700001,0.20114751,0.227235,0.29899749,0.25608427,0.26614746,0.29863458,0.29821272,0.25049097,0.34903694,0.38957513,0.30506479,0.46058729,0.34975897,0.20535568,0.33374818,0.32927867,0.31388073,0.48663734,0.36609419,0.3885174,0.44637048,0.40791519,0.41995031,0.29582459,0.50194469,0.26757394,0.464055,0.78982727
