1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-0.71051757,-0.96550567,-0.40497694,-0.92024696,-0.88821875,-1.0434107,-1.114926,-1.1454914,-0.41137184,-0.83894258,-0.98673689,-0.46880101,-1.0667555,-0.45950334,-1.1189816,-0.052620727,-1.2385691,-1.0379296,-1.159152,-1.06441,-1.0944947,-0.35731046,-1.0419662,-1.1498699,-1.0990687,-1.0048172,-0.97486577,-0.97284033,-0.96432326,0.36742384,-0.5855154,-1.07068,-0.99300935,-0.25805705,-0.19934463,-0.98161424,0.29828413,-0.81244429,1.3190669,-0.95323748,-0.82903973,0.50632137,-0.37357907,1.2090065,-0.81595401,0.087212802,-0.76022146,-0.75623962,-0.7804595,-0.8695845,-0.64846556,-0.97386362,0.83967029,0.33926348,-0.75212665,-0.6949193,0.3221985,0.065389251,-0.8749153,0.20810137,-0.88008476,-0.50951707,-0.88996175,-0.026952283,-0.81286761,-0.89604071,0.98403309
-1.1833204,-1.344988,-1.0099218,-1.3825106,-1.3608299,-1.3483344,-1.3384192,-1.3887816,-0.67348487,-1.1511073,-1.3844143,-0.89853527,-1.3887949,-0.93109887,-1.4020974,-0.57519896,-1.3335393,-1.3016576,-1.3014,-1.3237586,-1.3613994,-0.852048,-1.3488029,-1.5492459,-1.375564,-1.3816236,-1.2824483,-1.3905178,-1.4332951,-0.27780827,-0.81972157,-1.3139809,-1.4267865,-0.73143556,-0.70591453,-1.3422072,-0.51807244,-1.1575534,0.56977448,-1.6211995,-1.1943792,-0.34943306,-0.98663192,0.57028611,-1.0805877,-0.5764553,-1.2361862,-1.1883766,-1.1359389,-1.2261027,-1.0947214,-1.2951382,-0.36945493,-0.32541599,-1.0692752,-1.2358295,-0.084789069,-0.52987845,-1.2653157,-0.56484656,-1.258303,-1.2395714,-1.2677414,-0.6276032,-1.1727142,-1.2312502,0.16966088
-1.3724416,-1.5584468,-1.332559,-1.5365984,-1.5846983,-1.5007963,-1.5212772,-1.6077428,-1.1103399,-1.4632719,-1.5037175,-1.3673363,-1.5498146,-1.438971,-1.5436553,-1.0977772,-1.5044856,-1.4694845,-1.5249326,-1.5614948,-1.606062,-1.3055574,-1.5213985,-1.4893395,-1.5230281,-1.5574667,-1.5490198,-1.5367049,-1.5270895,-0.76173234,-1.1877598,-1.48242,-1.5798843,-1.1259177,-1.2124844,-1.5345235,-1.0832424,-1.4163852,0.19512825,-1.3707138,-1.5035127,-0.86288571,-1.4464215,-0.25092589,-1.3452215,-1.0869692,-1.3948411,-1.3154757,-1.38204,-1.4180741,-1.3736314,-1.562867,-0.42703232,-0.71314569,-1.3599948,-1.4161329,-0.54991772,-1.1251461,-1.4884017,-1.0405068,-1.461959,-1.2395714,-1.4421013,-1.1820502,-1.5068574,-1.4117476,-0.51942331
-1.5930829,-1.6533173,-1.4535479,-1.6136424,-1.6095726,-1.5770272,-1.6025474,-1.6320718,-1.2413964,-1.5881378,-1.5832529,-1.4454698,-1.6418258,-1.5115242,-1.604323,-1.3590663,-1.5614677,-1.5893609,-1.5655749,-1.6047196,-1.6505462,-1.4704699,-1.617285,-1.5692147,-1.5598942,-1.6077075,-1.6105364,-1.6202404,-1.6208838,-0.86927102,-1.455424,-1.5572818,-1.6054006,-1.362607,-1.5501976,-1.6547212,-1.334429,-1.5314215,-0.085856424,-1.454209,-1.6440279,-1.2622378,-1.6763164,-0.34217166,-1.4334327,-1.3932776,-1.5799385,-1.4425748,-1.4640737,-1.527772,-1.4851953,-1.6431857,-0.83007406,-0.93470552,-1.49214,-1.5062846,-0.84062312,-1.3957223,-1.6836019,-1.278337,-1.5492401,-1.6045985,-1.5292812,-1.5978855,-1.558264,-1.4891037,-0.83264339
-1.4670021,-1.6295997,-1.4938776,-1.6393237,-1.5846983,-1.6342004,-1.6025474,-1.5834138,-1.4161385,-1.7130037,-1.6230207,-1.4845365,-1.618823,-1.6203539,-1.5436553,-1.4461627,-1.5424736,-1.6133362,-1.6062172,-1.5831072,-1.6505462,-1.511698,-1.6364623,-1.5692147,-1.5967602,-1.6579484,-1.6310419,-1.6202404,-1.667781,-1.1381178,-1.7900042,-1.5572818,-1.6309169,-1.4809516,-1.5501976,-1.6066421,-1.2716324,-1.5026624,-0.17951799,-1.454209,-1.5878218,-1.3763384,-1.752948,-0.70715477,-1.521644,-1.3932776,-1.6857084,-1.4425748,-1.4640737,-1.527772,-1.6525413,-1.5093212,-0.94522885,-1.1008754,-1.518569,-1.5062846,-0.95690528,-1.4498376,-1.6836019,-1.3377945,-1.6074275,-1.6045985,-1.5292812,-1.4592737,-1.6096707,-1.4891037,-0.8952874
-1.3724416,-1.4635762,-1.2922293,-1.4338732,-1.460327,-1.4626808,-1.5009596,-1.3401236,-1.3287674,-1.4320555,-1.3446465,-1.250136,-1.4348005,-1.4026944,-1.3818749,-1.4026145,-1.4854915,-1.5174351,-1.443648,-1.4318205,-1.4726097,-1.4704699,-1.2145619,-1.4494019,-1.430863,-1.4318645,-1.4875033,-1.4531694,-1.4332951,-1.0843484,-1.388508,-1.48242,-1.3757539,-1.4415034,-1.4939121,-1.4383654,-1.2088357,-1.4163852,-0.27317954,-1.565536,-1.4754097,-1.2051875,-1.3697899,-0.615909,-1.4334327,-1.2911748,-1.3948411,-1.2900559,-1.38204,-1.472923,-1.4294133,-1.5093212,-0.88765145,-1.1008754,-1.3864238,-1.5062846,-1.0150464,-1.2874918,-1.5162874,-1.0999644,-1.5201464,-1.1483146,-1.4711613,-1.2282541,-1.3783408,-1.437533,-0.70735536
-1.0887599,-1.0603763,-0.84860314,-0.99729089,-0.98771583,-1.0815262,-1.0336558,-0.90220116,-0.84822689,-1.0262414,-0.98673689,-0.74226826,-0.97474423,-0.89482229,-1.0583139,-0.96713263,-1.0106408,-1.0619049,-1.0778674,-0.91312324,-1.1167367,-1.0169605,-1.0994981,-1.0899635,-1.1359347,-1.0801785,-1.0158768,-0.9937242,-0.96432326,-1.1381178,-1.0539277,-1.0519645,-1.0185257,-1.0864695,-1.0999133,-0.98161424,-1.9623956,-1.6464579,-0.085856424,-1.1480597,-1.4473066,-0.86288571,-0.91000031,-0.34217166,-1.521644,-1.7506373,-1.4741686,-1.5442541,-1.4914182,-1.5551964,-0.81581151,-1.0809551,-1.8088897,-0.87931556,-1.49214,-1.0555261,-0.72434096,-1.99099,-1.2653157,-1.8134548,-1.0255533,-0.78328746,-1.1805615,-1.7827011,-1.1213075,-1.4891037,-0.70735536
0.045966947,0.078070577,-0.5259659,-0.3038955,-0.51510469,-0.28110152,-0.078730541,-0.48860781,-0.58611386,-0.4331285,-0.091962883,-0.50786776,-0.35366826,0.012092188,-0.20896646,-0.61874714,-0.13691531,-0.0069927812,0.019474433,-0.07024024,0.26227095,-0.72836361,-0.25569723,0.088195523,-0.23271685,0.22608387,-0.13414016,0.050469368,-0.23741698,-0.60042432,-0.41822529,-0.17233815,-0.35510183,-0.77088377,-0.9310567,-0.45274453,-0.76925908,-0.46733521,-1.3971182,-0.2574437,-0.21077281,-1.6045395,-0.98663192,-1.3458752,-0.66893527,-0.72960947,-0.60156654,-0.88333872,-0.67108123,-0.65018867,-0.8715935,-0.3848602,-1.5210028,-0.54697582,-0.59355236,-1.0104502,-1.480175,-0.74633943,-0.31720038,-0.74321916,-0.79280362,-1.2395714,-0.7156019,-1.2282541,-0.63294435,-0.74132864,-1.7723037
0.92853223,0.62357635,0.80491268,0.6719943,0.50474041,0.84330456,0.4901611,0.53321104,-0.80454138,0.22241734,0.92211434,0.50786776,0.63545273,0.48368771,0.45837801,-0.83648807,0.60385192,1.2157462,0.73071451,0.64296846,0.84056449,-0.43976671,0.77987657,0.3477899,0.652068,0.9294559,0.68607994,0.63521776,0.65362945,-1.0843484,-0.45168331,0.46398732,0.71658276,-0.81033198,-0.25563017,0.7492321,0.4866741,0.6542693,-1.1161336,0.66100409,0.68852451,-0.9769863,-0.22031586,-0.9808921,0.15436968,0.34246976,0.5883453,0.41307207,0.23128946,0.50163941,0.13248221,0.47187205,-1.117961,-0.99009547,0.41075145,-0.063857444,-1.1313285,0.55242645,0.51937202,0.32701643,0.3418511,-0.14448992,0.2433773,0.34267905,0.62651852,0.47058254,-0.8952874
1.0861332,1.2639527,1.4098575,1.1342579,1.1017229,0.97670867,0.7339718,1.1657656,0.069168714,0.44093261,1.120953,1.4454698,1.2335259,1.3180491,0.96394199,-0.1397171,1.0027266,1.1438204,1.1777797,0.90231707,1.1297113,0.013742692,1.1442451,1.0666666,0.94699629,1.1806602,1.0346735,1.0320113,1.1460499,-0.27780827,0.11710308,0.96930461,1.2013925,0.018080433,1.1515084,1.3021413,1.617014,1.0568965,-0.74148733,1.1898074,1.2786884,-0.064181578,0.85252662,-0.43341744,1.1835009,1.7208573,1.117195,1.2010865,1.2430384,1.1872514,1.0807759,1.3821501,-0.42703232,-0.32541599,1.1507648,1.1081146,-0.37549448,1.4723856,1.1328584,1.6945397,0.77825678,0.95059156,1.0570566,1.3591652,1.3205083,1.2183575,0.48288096
