1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-0.71683794,-0.96433271,-1.4414033,-0.60446787,-1.0810195,-0.97173193,-0.70303339,-1.2382781,-0.76929285,-0.85192399,-1.0540142,-1.1620075,-1.1536515,-0.72396103,-1.1150157,-1.1368462,-0.77835282,-0.81632331,-0.75006044,-1.1772063,-0.96986486,-1.1601617,-1.2011554,-0.6146444,-0.77912617,-0.56490613,-0.54634534,-1.036995,-1.6233685,-1.1132472,-0.64412133,-1.2870088,-0.74411895,-0.6478854,-1.4817183,-1.006849,-0.96939098,-1.7558,-1.0825412,-0.62212839,-0.80801789,-0.60329103,-1.0655728,-2.0125806,-1.2611834,-0.54773643,-0.59953861,-0.64442658,-0.98113092,-1.4357199
-0.71306248,-0.96426418,-1.5047556,-0.60808394,-1.0788593,-1.012182,-0.70261754,-1.1867783,-0.7728034,-0.849687,-1.0507165,-1.161359,-1.1508991,-0.72526276,-1.186591,-1.1407461,-0.77827907,-0.81410425,-0.7481029,-1.1758389,-0.97268011,-1.2430027,-1.2084099,-0.61498675,-0.77837863,-0.56504961,-0.54858405,-1.0374974,-1.6236964,-1.1131568,-0.64100512,-1.2824317,-0.73426195,-0.64199155,-1.4829241,-1.008827,-0.97210768,-1.7464956,-1.0824705,-0.61916421,-0.80929234,-0.60737568,-1.0665005,-2.0120689,-1.294884,-0.55366008,-0.59742191,-0.64540093,-0.97910197,-1.4322717
-0.71009793,-0.9647722,-1.5537854,-0.61306505,-1.0794721,-1.0497719,-0.70250356,-1.1479405,-0.7675449,-0.85031118,-1.0476661,-1.1623794,-1.1502868,-0.7292543,-1.263632,-1.1394709,-0.77715084,-0.81589168,-0.746164,-1.1731852,-0.97060011,-1.254295,-1.2064816,-0.61478559,-0.7757449,-0.56647713,-0.54964891,-1.0372943,-1.6221607,-1.1143426,-0.63944654,-1.3036565,-0.73051197,-0.63818632,-1.4831597,-1.0085227,-0.97261642,-1.732612,-1.0843013,-0.61330752,-0.80872319,-0.60682862,-1.0672191,-2.0116252,-1.3101054,-0.55719386,-0.59926903,-0.64705511,-0.97764469,-1.4329285
-0.71142124,-0.96309175,-1.5662278,-0.61492596,-1.0800853,-1.077144,-0.70136128,-1.1252832,-0.75318777,-0.84836281,-1.0474481,-1.1640739,-1.1494126,-0.73269001,-1.341706,-1.1300129,-0.77768415,-0.81422001,-0.7459259,-1.1708898,-0.97165122,-1.2345119,-1.2030557,-0.61404217,-0.77624744,-0.56477455,-0.54932461,-1.0371324,-1.6229063,-1.1139066,-0.63639728,-1.2930816,-0.7214631,-0.63825875,-1.4823033,-1.0113467,-0.9736489,-1.7273698,-1.0832624,-0.61128481,-0.80590416,-0.60756518,-1.0681968,-2.0135336,-1.3196039,-0.55959852,-0.59825858,-0.64749197,-0.97588413,-1.4316413
-0.70996651,-0.96375724,-1.5504003,-0.61552159,-1.0786806,-1.0921902,-0.70044912,-1.125837,-0.73846968,-0.84519767,-1.0487687,-1.1614569,-1.149148,-0.73360332,-1.3855122,-1.1216071,-0.77590005,-0.81664913,-0.74376653,-1.1694875,-0.9688867,-1.1662216,-1.1809729,-0.61314465,-0.77316667,-0.56574383,-0.55095577,-1.040754,-1.6217391,-1.115143,-0.63560297,-1.2935056,-0.70847631,-0.63834515,-1.4799852,-1.0117053,-0.97392378,-1.7253054,-1.0841038,-0.60733578,-0.80340418,-0.60495286,-1.0676171,-2.0134382,-1.3202625,-0.56431183,-0.59758226,-0.64690971,-0.97559785,-1.4325953
-0.71113602,-0.96238643,-1.5054088,-0.61630023,-1.0782717,-1.09292,-0.70056241,-1.1291678,-0.72103203,-0.83920329,-1.0477811,-1.1578,-1.1474179,-0.73439849,-1.4061744,-1.1189904,-0.77242112,-0.8169783,-0.74380547,-1.1663086,-0.96728981,-1.0963188,-1.1656205,-0.61239082,-0.77388219,-0.56418341,-0.556537,-1.0407845,-1.6218602,-1.1171659,-0.63285278,-1.2927301,-0.69906067,-0.63869741,-1.4807447,-1.0119329,-0.97698674,-1.7248262,-1.0852224,-0.6073473,-0.80134696,-0.59612649,-1.0712525,-2.0132187,-1.317001,-0.56821972,-0.59130266,-0.64388389,-0.97751357,-1.432303
-0.70868762,-0.9619994,-1.4540403,-0.61799162,-1.0772979,-1.0909928,-0.70097358,-1.1355357,-0.70096343,-0.83481789,-1.0478913,-1.1594546,-1.1479491,-0.7363294,-1.3964333,-1.1122487,-0.76546368,-0.81139321,-0.74521298,-1.1659191,-0.96522448,-1.0399869,-1.1642654,-0.61086133,-0.76896116,-0.56463727,-0.55673219,-1.0400189,-1.6228539,-1.1156565,-0.63149192,-1.2997007,-0.69594645,-0.64304876,-1.4815135,-1.0144356,-0.97689542,-1.7212116,-1.0832331,-0.60748684,-0.79887461,-0.59005859,-1.0674877,-2.0142454,-1.3096256,-0.57196791,-0.58902043,-0.63973113,-0.97799779,-1.4334516
-0.70838706,-0.96154037,-1.4085404,-0.61882146,-1.0789436,-1.0832517,-0.70112795,-1.1398217,-0.68522321,-0.83441227,-1.0475356,-1.161424,-1.1435535,-0.73840431,-1.3381305,-1.1131741,-0.76227521,-0.8113388,-0.74508159,-1.1676425,-0.96498272,-1.0267232,-1.1686166,-0.60812364,-0.76204592,-0.56311429,-0.56264233,-1.0386756,-1.6212532,-1.1171988,-0.6287411,-1.3028018,-0.69306421,-0.64376789,-1.4802302,-1.0125621,-0.97754383,-1.7229709,-1.0834949,-0.60641142,-0.79480917,-0.58622034,-1.067816,-2.0122779,-1.2967286,-0.57582612,-0.58753296,-0.63809387,-0.97942248,-1.4324265
-0.70840871,-0.9609731,-1.3757718,-0.61990119,-1.0770413,-1.0742748,-0.70217571,-1.1328109,-0.67134372,-0.83466373,-1.0473691,-1.158713,-1.1450721,-0.74044733,-1.3069903,-1.1157314,-0.76375171,-0.81209636,-0.74572743,-1.1669014,-0.96425208,-1.0339196,-1.163736,-0.60610064,-0.75862613,-0.56454802,-0.56460968,-1.0395346,-1.622584,-1.1180936,-0.6253649,-1.2992177,-0.69332502,-0.64504991,-1.4811695,-1.0171863,-0.97913513,-1.7183516,-1.0832263,-0.60628697,-0.79184848,-0.5837631,-1.0678752,-2.014058,-1.2847647,-0.57735442,-0.58546188,-0.63529717,-0.98081601,-1.4332729
