1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
-0.46427649,-1.6761689,-1.0860401,-1.4113675,-1.9453272,-1.1864222,-0.99331525,-0.89697208,-0.96583857,-0.46469596,-0.53445246,-1.4516799,-1.4575411,-0.72535432,-0.41319747,0.045628238,-1.1360166,-0.54187618,-0.65330839,-0.56870868,-0.80371556,-0.19181256,-0.19092144,-0.18049272,-0.26430177,-0.92710486,-1.6591204,-0.26588817,-1.3148891,-0.18718975
-0.55504787,-1.8393631,-1.1993047,-1.2082199,-1.4498402,-0.89319697,-0.86941944,-0.68568553,-1.6445832,-0.56773891,-0.95435372,-1.4452721,-0.66812559,-0.83786282,-0.40093457,-1.1299653,-1.3191953,-1.016107,-1.2951848,-0.88811805,-0.048160532,-0.046090166,-0.61605133,-0.98893115,-0.29092547,-0.64851524,-1.0013096,0.013127942,-1.3508606,-0.62080772
-0.8428431,-1.8336474,-1.1205787,-0.68190674,-1.4889456,-0.97773692,-0.34513531,-1.3513818,-1.8059354,-0.032022764,-0.80671095,-1.0735985,-1.1113596,-1.013462,-0.48202739,-0.52060748,-1.8446238,-1.0799024,-0.45738382,-0.047976584,-1.2992782,-1.3652374,-0.59802857,-0.30170209,-0.59856716,-0.17287512,0.34228684,-1.0288614,-0.57481938,-0.8156607
-0.86589548,-1.9145249,-1.196342,-1.5045847,-1.8004841,-0.63410927,-0.99690263,-1.4586668,-1.4996576,-0.63504562,-1.2468315,-1.2672501,-0.34308432,-0.46572995,-1.4029714,-1.0671846,-0.78869178,-1.1856653,-1.0920364,-0.038036109,-1.0722798,-0.90739761,-0.62544699,-0.47536458,-0.51886312,-0.7542555,-1.2260096,-1.0901081,-0.71378316,-0.52139796
-0.93639631,-1.7558387,-1.9522055,-1.1234059,-2.3130602,-1.3848198,-1.7425352,-1.1653456,-0.92008793,-0.60282554,-0.9643141,-0.70065033,-0.70083609,-1.6913581,-1.6825953,-1.3322887,-0.2517154,-0.79245206,-1.6823461,-0.48306827,-1.004018,-0.86673694,-0.15250752,-1.1352694,-0.48859389,0.11078113,-0.1731617,-1.8820585,-1.7298737,-0.7904229
-0.81726995,-1.0183235,-1.2724857,-1.5287978,-1.7720853,-1.2719261,-1.5874918,-1.4039293,-1.1157058,-0.26685628,-1.2763088,-1.8999688,-1.6145191,-0.89411332,-0.88150431,-0.86241869,-1.4876032,-0.7545928,-0.46181073,-1.0946887,-0.51145233,-1.1901317,-0.76632987,-0.057289223,-0.40709142,-1.4103976,-1.4114839,-0.5655942,-1.1608359,-0.96751744
-0.26361216,-1.1306754,-0.58827598,-1.6484307,-2.1548821,-1.2121711,-1.3256724,-1.8217996,-0.65019532,-0.26706128,-0.4257909,-1.5817058,-0.32822282,-0.94373184,-0.96358359,-1.0303567,-0.66876407,-0.057041218,-0.099362417,-0.95345287,-1.1732155,-1.1332513,-0.34225875,-1.0255147,-1.0714885,-1.0463559,-1.0705067,-0.26894619,-1.4472945,-1.4870063
-1.2580483,-1.310847,-1.0469528,-1.2315116,-1.3312254,-1.4527917,-1.4403564,-0.83160109,-0.91876634,-0.9310423,-1.6539739,-1.1126308,-1.147196,-0.27883962,-0.97870607,-1.0694771,-0.34036037,-0.43711047,-0.83480913,-0.030006881,-0.42206193,-0.32619413,-0.11039777,-0.35605223,-1.0957057,-1.2347957,-0.74977327,-0.99572492,-0.86289368,-0.27788714
-1.2503934,-1.8164125,-1.6139084,-1.4515667,-2.2651396,-0.93441701,-1.2479575,-1.0163124,-1.234708,-0.44938186,-0.023964525,-1.9280325,-0.95955295,-1.5188553,-1.3344809,-0.28594248,-1.0463815,-1.071181,-0.63588089,-0.79545456,-0.77931962,-0.42989176,0.0021554996,-1.5512765,-0.58450283,-0.50582154,-0.75264826,-0.59731892,-0.67713836,-0.83507474
