1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,32.0,32.0,33.0,33.0,34.0,34.0,35.0,35.0,36.0,36.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,46.0,46.0,47.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,51.0,51.0,52.0,52.0
66.238403,76.480865,46.234131,48.599243,56.983948,69.259644,51.818848,53.604126,46.710968,62.419891,55.702209,49.026489,85.659027,97.4617,59.696198,69.320679,80.745697,87.032318,63.732147,57.048798,84.980011,88.401794,63.117981,56.022644,75.744629,42.804718,46.768188,56.987762,47.576904,69.11087,53.401947,53.73764,77.129364,74.16153,66.59317,66.047668,82.473755,77.587128,71.468353,69.694519,54.546356,88.047028,48.51532,69.007874,59.112549,79.189301,81.027985,61.702728,77.93045,78.052521,69.721222,70.034027,70.907593,57.350159,46.93985,61.000824,78.556061,59.402466,64.098358,51.467896,68.183899,59.436798,70.468903,75.153351,39.897919,58.506012,67.344666,87.978363,60.596466,58.78067,69.732666,50.369263,91.796875,81.932068,84.430695,86.154938,74.142456,65.513611,71.689606,46.783447,66.139221,70.140839,84.93042,84.026337,84.514618,84.510803,78.372955,66.28418,89.355469,73.299408,60.722351,72.071075,95.081329,89.229584,68.901062,70.137024,68.214417,50.079346,78.166962,73.375702,56.079865,85.346222,58.639526,69.480896
67.951202,77.747345,46.199799,48.564911,57.010651,69.797516,51.670074,53.459167,46.440125,59.9823,55.217743,48.866272,85.632324,97.381592,61.42807,68.93158,80.45578,89.328766,63.350677,56.835175,84.468842,88.024139,62.805176,55.709839,77.24762,42.591095,46.497345,56.598663,47.43576,69.015503,53.394318,53.886414,76.808929,74.840546,67.085266,65.376282,81.615448,77.892303,71.201324,69.637299,54.447174,87.116241,48.343658,69.843292,59.169769,79.113007,79.929352,60.913086,78.086853,78.125,69.587708,68.042755,71.498871,56.945801,46.977997,61.920166,77.800751,59.15451,63.552856,51.292419,67.935944,58.815002,69.969177,74.577332,39.993286,58.040619,67.050934,87.287903,60.653687,58.410645,70.152283,50.006866,90.148926,82.206726,83.759308,86.402893,73.974609,65.090179,71.70105,46.733856,65.765381,69.934845,82.691193,84.445953,84.121704,84.163666,77.835083,65.628052,89.431763,73.055267,60.508728,71.807861,95.401764,89.519501,70.487976,71.155548,69.789886,50.14801,77.869415,73.59314,55.820465,84.918976,60.573578,68.824768
69.248199,78.674316,46.070099,48.339844,56.907654,70.316315,51.368713,53.161621,46.348572,57.701111,54.992676,48.854828,85.544586,97.183228,62.824249,68.374634,80.375671,91.186523,63.022614,56.70929,83.934784,87.3909,62.488556,55.75943,77.781677,42.541504,46.68808,56.045532,47.397614,68.885803,53.386688,53.447723,76.293945,75.828552,67.115784,65.006256,80.856323,78.357697,71.201324,69.496155,54.309845,86.315155,48.847198,70.610046,59.082031,78.800201,78.830719,60.539246,78.18985,77.560425,69.328308,66.993713,71.590424,56.529999,46.99707,62.229156,77.209473,58.979034,63.034058,51.231384,67.466736,58.273315,69.126129,74.409485,40.428162,57.64389,67.100525,86.700439,60.55069,58.704376,70.346832,49.942017,87.432861,82.366943,82.736969,86.82251,73.879242,64.975739,71.201324,46.508789,65.52887,69.786072,80.535889,84.709167,84.026337,84.201813,77.033997,65.673828,89.138031,73.368073,60.42099,71.838379,95.161438,89.725494,71.662903,72.826385,71.773529,50.197601,77.487946,73.875427,55.721283,84.6138,63.064575,68.698883
70.659637,79.658508,46.066284,48.282623,56.930542,70.861816,51.258087,52.768707,46.092987,56.255341,55.019379,48.690796,85.55603,96.961975,64.102173,67.913055,80.108643,92.983246,62.774658,56.465149,83.309174,86.933136,62.343597,55.37796,78.548431,42.625427,46.173096,55.370331,47.294617,68.03894,53.17688,53.012848,75.778961,77.022552,67.497253,64.247131,80.085754,78.689575,70.87326,69.141388,53.871155,85.098267,48.549652,71.26236,59.436798,78.998566,77.236176,59.848785,78.235626,77.079773,69.221497,66.177368,71.838379,56.655884,47.24884,63.209534,76.324463,58.795929,62.583923,51.071167,66.570282,57.918549,69.084167,74.066162,40.836334,57.106018,66.944122,86.265564,60.42099,58.376312,70.785522,49.755096,84.163666,82.679749,81.638336,86.654663,73.451996,64.769745,71.014404,46.363831,65.216064,69.702148,78.746796,85.010529,83.816528,83.602905,77.037811,65.292358,88.977814,73.287964,60.119629,71.479797,95.287323,90.320587,73.169708,74.195862,73.196411,49.770355,77.560425,74.092865,55.786133,83.934784,65.162659,68.317413
72.216034,80.272675,46.321869,48.069,56.755066,71.369171,51.322937,52.757263,46.039581,56.316376,54.88205,48.900604,85.292816,96.672058,65.45639,67.276001,79.841614,94.619751,62.583923,56.411743,82.653046,86.57074,61.99646,55.347443,79.849243,42.350769,45.875549,55.233002,47.359467,68.588257,53.005219,53.524017,75.59967,78.655243,67.672729,64.006805,80.020905,79.288483,70.671082,69.107056,53.848267,84.106445,48.39325,72.315216,59.463501,78.907013,75.740814,59.192657,78.57132,76.286316,69.187164,65.731049,72.128296,56.365967,47.428131,63.838959,75.527191,58.795929,62.801361,50.960541,65.975189,57.96814,68.645477,73.951721,41.488647,56.964874,66.841125,85.460663,60.058594,58.261871,71.063995,49.636841,82.03125,83.061218,80.478668,86.69281,73.184967,64.39209,70.354462,46.226501,65.135956,69.637299,77.896118,85.559845,84.014893,83.297729,76.54953,65.151215,88.451385,73.364258,60.009003,71.151733,94.921112,90.09552,74.497223,75.649261,74.85199,49.70932,77.262878,74.558258,55.915833,83.530426,66.783905,68.03894
73.486328,80.83725,46.466827,47.889709,56.419373,71.521759,51.292419,52.757263,45.825958,56.705475,55.210114,49.106598,85.506439,96.553802,66.574097,66.696167,79.502106,96.042633,62.339783,56.369781,82.237244,85.918427,61.721802,55.267334,80.162048,42.293549,45.848846,54.641724,46.93222,68.10379,53.131104,53.161621,75.145721,79.921722,68.172455,62.965393,79.055786,80.223083,70.888519,69.026947,54.027557,82.862854,48.343658,72.944641,59.898376,79.025269,74.356079,58.72345,78.231812,75.935364,69.004059,65.776825,72.08252,56.251526,48.015594,64.426422,74.523926,58.856964,62.5,50.628662,65.097809,57.918549,68.775177,73.52829,42.152405,56.240082,66.917419,84.712982,60.10437,57.929993,71.327209,49.430847,81.672668,83.66394,78.872681,86.524963,72.853088,64.224243,69.904327,46.18454,64.964294,69.324493,77.67868,85.849762,83.950043,83.10318,76.568604,64.620972,87.867737,73.108673,59.829712,70.892334,94.69223,90.522766,75.870514,77.102661,75.878143,49.739838,77.49176,74.970245,55.850983,82.691193,68.309784,67.497253
74.653625,81.256866,46.924591,48.137665,56.007385,71.777344,50.880432,52.318573,45.707703,57.945251,55.053711,48.992157,85.826874,96.622467,67.737579,66.127777,79.319,97.21756,62.030792,56.308746,81.432343,85.289001,61.527252,55.027008,80.570221,42.022705,46.310425,54.946899,46.901703,67.863464,52.711487,52.864075,74.97406,81.344604,68.36319,62.55722,78.357697,80.486298,70.354462,68.641663,53.61557,81.008911,47.88208,73.478699,60.527802,78.655243,72.902679,58.410645,78.353882,75.435638,68.885803,65.990448,71.975708,56.308746,48.404694,64.918518,73.543549,58.513641,62.431335,50.556183,63.728333,57.796478,68.706512,73.062897,42.816162,55.652618,66.444397,83.839417,59.78775,57.704926,71.792603,49.45755,82.099915,83.808899,77.209473,86.048126,72.387695,64.014435,68.881989,46.142578,64.479828,69.385529,77.857971,86.605072,84.190369,82.675934,76.377869,64.502716,87.150574,73.108673,59.658051,70.774078,94.329834,90.618134,77.320099,78.372955,77.560425,50.079346,77.468872,75.309753,56.045532,82.042694,69.675446,67.081451
75.962067,81.352234,47.298431,48.019409,55.599213,71.949005,50.949097,52.368164,45.543671,59.211731,54.920197,49.07608,86.643219,96.481323,68.897247,65.597534,78.910828,98.167419,61.93924,56.022644,80.944061,84.754944,61.183929,54.649353,80.982208,42.041779,46.058655,54.946899,46.974182,67.466736,52.600861,53.085327,74.314117,82.801819,68.54248,61.786652,78.155518,80.947876,70.137024,68.294525,53.596497,79.38385,47.935486,74.1539,61.542511,78.773499,71.563721,58.067322,77.648163,74.626923,68.67218,66.02478,72.113037,56.13327,49.480438,65.288544,72.250366,58.578491,62.545776,50.495148,62.55722,57.941437,68.664551,72.479248,43.40744,54.992676,66.104889,82.53479,59.711456,57.525635,71.968079,49.427032,82.0961,84.312439,75.405121,85.758209,71.88797,63.777924,67.867279,45.768738,64.617157,69.05365,77.770233,86.917877,84.506989,82.027435,76.267242,64.250946,86.330414,72.906494,59.623718,70.468903,93.883514,91.316223,78.456879,79.811096,78.426361,50.796509,77.827454,75.603485,55.995941,81.016541,70.301056,66.72287
77.041626,81.34079,47.893524,47.901154,55.171967,72.029114,50.918579,52.41394,45.459747,60.92453,55.015564,49.32785,87.078094,96.523285,69.766998,65.055847,78.578949,99.178314,61.664581,55.904388,80.00946,84.144592,61.218262,54.470062,81.642151,41.83197,46.93222,54.718018,46.649933,66.314697,52.780151,52.661896,74.199677,84.23233,68.782806,61.412811,77.442169,81.27594,69.843292,67.901611,53.642273,77.49176,47.847748,74.756622,62.6297,78.559875,70.480347,57.800293,77.568054,74.012756,68.321228,65.872192,71.769714,56.32782,50.262451,65.612793,71.479797,58.544159,62.568665,49.987793,61.458588,58.719635,68.500519,72.216034,43.792725,54.164886,66.017151,81.306458,59.448242,57.384491,72.303772,49.510956,80.673218,84.781647,73.810577,85.086823,71.315765,63.499451,66.448212,45.635223,64.189911,68.977356,77.81601,87.650299,84.541321,82.054138,75.927734,63.812256,85.189819,72.70813,59.070587,70.262909,93.44101,91.48407,79.864502,80.833435,79.708099,51.433563,77.713013,75.904846,56.358337,80.181122,71.090698,66.379547
