1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.29379854,-0.69145906,0.022305253,0.026080884,0.033139026,0.0075403759,0.023032302,-0.17112305,-0.39112387,0.0058772978,-0.1421305,-0.43617146,-0.29565999,-0.28182219,-0.27501865,-0.53460777,-0.77065276,-0.28556836,-0.20315994,-0.48500422,-0.74600336,-0.82535597,-0.19348898,-0.33499686,-0.12247192,-0.69720674,-0.47719446
0.75394909,0.037368886,-0.13880027,0.026080884,0.033139026,0.0075403759,-0.16412873,0.21242899,-0.18101756,0.0058772978,-0.58207523,-0.43617146,-0.97002027,-0.53982454,-0.52329571,-0.80826899,-1.2791193,-0.28556836,-0.45710687,-0.48500422,-0.51832426,-0.54878924,0.058043876,0.016206988,0.1262983,-0.47058961,-0.47719446
0.52387381,0.28031154,-0.29990579,0.30868182,0.033139026,-0.237721,0.023032302,0.020647598,0.029088746,0.0058772978,-0.36208439,0.032438818,-0.97002027,-0.023819826,-0.77161448,-0.26099251,-0.26208652,-0.63578742,0.55869504,0.28391506,0.39225193,-0.54878924,0.56112367,0.016206988,0.37505459,-0.24401056,0.0036952154
0.063710378,0.28031154,-0.78321333,0.30868182,-0.13257966,-0.48298237,0.023032302,0.21242899,-0.39112387,0.0058772978,-0.1421305,1.4382828,0.37866253,1.5242088,-0.026741593,0.83348382,1.5177601,-0.63578742,1.3205358,1.5654233,1.3028154,0.0042512992,1.5672551,-0.33499686,0.1262983,1.3420555,1.4463777
-0.1663649,0.52324058,0.1834198,-0.53908934,0.033139026,-0.237721,-0.16412873,0.020647598,-0.39112387,0.0058772978,0.077823396,2.1412113,1.390118,2.5562327,1.4629347,2.4751907,2.2805596,0.064650697,2.5902846,3.1032475,1.9857507,2.2164289,2.3218677,-0.6862007,0.37505459,2.9281216,2.4081705
-0.39644017,0.52324058,1.1500529,-1.6694614,0.033139026,-0.237721,-0.35128976,-0.17112305,0.23920682,-0.18525262,0.29778961,1.4382828,1.0529662,1.5242088,2.4560568,1.6543296,1.0092365,0.064650697,1.5744827,1.8217249,1.0751745,3.0460052,1.3157222,0.71863434,0.1262983,2.9281216,1.2059329
-0.39644017,0.52324058,0.50563084,-0.82172193,0.198867,-0.48298237,-0.35128976,0.020647598,0.44931313,0.0058772978,0.5177435,-0.43617146,0.041491833,-0.53982454,1.4629347,-0.26099251,-0.51634828,-0.28556836,-0.20315994,-0.22870258,-0.51832426,1.3868681,-0.44502183,0.71863434,0.1262983,0.88889741,-0.71767969
-0.1663649,0.52324058,0.82784188,0.87385205,0.033139026,-0.48298237,0.21020382,0.020647598,0.23920682,0.0058772978,0.5177435,-1.6077628,-0.29565999,-1.8299086,-0.27501865,-1.3554382,-1.5334238,-0.28556836,-1.7269126,-2.0227854,-1.4289132,-0.54878924,-1.7027565,0.016206988,-0.12247192,-1.3769312,-1.9198365
-0.1663649,0.28031154,0.1834198,1.4390223,0.033139026,0.0075403759,0.39736485,0.21242899,0.44931313,0.38814783,0.73769739,-1.1390738,0.041491833,-1.0557715,-1.268113,-1.081777,-0.77065276,0.064650697,-0.96494382,-1.5102395,-0.97355499,-1.6549013,-1.7027565,-0.6862007,-0.86878259,-1.8300386,-0.95803027
-0.1663649,-0.69145906,-0.94434592,0.30868182,-0.29829835,0.25281548,-0.53848224,-0.36289371,0.029088746,-0.56754456,0.077823396,0.73536736,1.390118,0.49219934,-0.77161448,0.55986857,1.0092365,0.41488937,0.050786978,0.5402167,0.39225193,-0.27226897,0.56112367,-0.33499686,-0.6199845,-0.69720674,0.72504319
-0.1663649,-0.44848921,-0.78321333,0.30868182,-0.79544514,-0.72828494,-0.91276238,-0.74639205,-0.60126547,-0.94976157,-0.8019429,2.1412113,2.4015735,2.2982303,0.96638054,2.2015601,2.5348213,-0.28556836,1.5744827,2.3343425,1.9857507,0.83382759,2.0703208,0.71863434,-0.12247192,0.88889741,2.4081705
-0.1663649,0.76616963,0.34452532,1.1564372,-0.79544514,-1.2187527,0.023032302,-0.17112305,-0.18101756,-0.18525262,-0.58207523,2.1412113,2.4015735,2.5562327,2.2077797,3.0224212,2.7890831,0.064650697,2.0823766,2.3343425,1.9857507,2.4929647,2.5734006,1.0698382,0.62381088,2.0218054,2.8890602
