0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-0.51841899,-0.61427703,-0.61848076,-0.67298944,-0.64531855,-0.59846394,-0.46057761,-0.58432694,-0.44148543,-0.56342677,-0.50952091,-0.47263392,-0.54846169,-0.49643764,-0.53874235,-0.67546256,-0.65403491,-0.62617203,-0.62909419,-0.51462958,-0.55977161,-0.57643322,-0.54327633,-0.40727383,-0.51973881,-0.59182708,-0.41806821,-0.69637574
-0.48588363,-0.59355475,-0.5852446,-0.65267131,-0.58438065,-0.55997954,-0.36922868,-0.56087781,-0.44936588,-0.53389622,-0.48421754,-0.41554604,-0.53368082,-0.46567683,-0.47511614,-0.61780148,-0.6347155,-0.55686824,-0.60395183,-0.48927034,-0.51515581,-0.53298774,-0.50546034,-0.38262992,-0.47788275,-0.57097984,-0.35371261,-0.64382723
-0.50500747,-0.59201629,-0.6319552,-0.64481298,-0.59374994,-0.56824434,-0.35411628,-0.58063746,-0.44454026,-0.5438216,-0.47795118,-0.3599294,-0.51472295,-0.4158336,-0.48579124,-0.61906915,-0.62591112,-0.54579751,-0.6394648,-0.43838821,-0.50487576,-0.50687836,-0.50130697,-0.44092884,-0.49268718,-0.59002393,-0.36231337,-0.65514167
-0.56018294,-0.65801173,-0.69559206,-0.661405,-0.67661657,-0.61179261,-0.45859699,-0.65223592,-0.49762005,-0.59824625,-0.51128686,-0.43049634,-0.55925554,-0.45890541,-0.56873435,-0.664476,-0.65057748,-0.58558229,-0.67217873,-0.45496406,-0.56351049,-0.56112421,-0.54671129,-0.52708256,-0.54664986,-0.66394766,-0.46021944,-0.71097519
-0.63629941,-0.75773855,-0.80242563,-0.73685083,-0.78263051,-0.67044143,-0.54103587,-0.74986651,-0.58064202,-0.69025962,-0.55858712,-0.5521319,-0.62680612,-0.56657688,-0.65473954,-0.75110223,-0.71011153,-0.67391162,-0.72981696,-0.60239219,-0.65886079,-0.65208653,-0.63468499,-0.59484591,-0.61995953,-0.75591829,-0.5520882,-0.80322595
-0.75322902,-0.83896355,-0.91243604,-0.82065538,-0.88133568,-0.74241476,-0.62855279,-0.83602688,-0.64905496,-0.79438396,-0.65242826,-0.63162068,-0.72728361,-0.6709118,-0.74705635,-0.84118766,-0.79393303,-0.76622656,-0.81130731,-0.71440149,-0.74356717,-0.76729111,-0.71180884,-0.69076724,-0.73531553,-0.83324754,-0.64319714,-0.89365728
-0.82722915,-0.90983817,-0.97640584,-0.87686634,-0.92156383,-0.79357026,-0.71531853,-0.88269054,-0.74259774,-0.88414007,-0.74529837,-0.73257234,-0.79633935,-0.74188335,-0.83287956,-0.90001286,-0.87650045,-0.82892123,-0.86505099,-0.78294266,-0.82699006,-0.84949585,-0.78801404,-0.77191679,-0.81836559,-0.89181943,-0.74832691,-0.94614686
-0.85976467,-0.96518466,-1.0090595,-0.89894686,-0.9647744,-0.85663907,-0.75360706,-0.91703879,-0.81046908,-0.92396995,-0.78735632,-0.80712043,-0.82955226,-0.78550748,-0.86936615,-0.93792622,-0.91708541,-0.86945233,-0.89712317,-0.8360633,-0.88457833,-0.88827835,-0.85518225,-0.79735013,-0.85881368,-0.93446406,-0.8130048,-0.96945331
-0.90632072,-0.97911588,-1.0179608,-0.90334933,-1.0010562,-0.89109943,-0.78490742,-0.93241402,-0.82545751,-0.93950366,-0.8182795,-0.83723976,-0.86309142,-0.83705919,-0.88986142,-0.95363517,-0.9272314,-0.88105878,-0.9209693,-0.8541366,-0.90271497,-0.91485692,-0.89254199,-0.82758478,-0.88165407,-0.95917819,-0.83607823,-0.98356211
-0.92379648,-0.98882543,-1.0346781,-0.91281119,-1.0047256,-0.86448291,-0.8004132,-0.93592519,-0.83678627,-0.95351568,-0.82604987,-0.85019401,-0.85818148,-0.86051453,-0.88882384,-0.94810902,-0.91861619,-0.87628436,-0.93593685,-0.86456684,-0.90874414,-0.92853993,-0.9071128,-0.84397153,-0.89001838,-0.97198653,-0.83024067,-0.99518308
-0.93321222,-0.99106979,-1.0460234,-0.92419419,-1.001553,-0.85796403,-0.82072021,-0.94930786,-0.86241533,-0.9589398,-0.83002289,-0.85196445,-0.85428819,-0.86578472,-0.86334809,-0.92668439,-0.90504849,-0.85910846,-0.93256674,-0.87161075,-0.90482096,-0.92320641,-0.88818139,-0.85457335,-0.89391573,-0.9639616,-0.81869116,-1.0010637
-0.93442926,-0.96586834,-1.0385104,-0.91513633,-0.99157002,-0.86661334,-0.85523832,-0.95465127,-0.84408514,-0.98632095,-0.83981558,-0.87200099,-0.8542488,-0.86088209,-0.84220676,-0.89887007,-0.88425405,-0.84050597,-0.92058967,-0.86796966,-0.89437569,-0.90031318,-0.86759001,-0.85666829,-0.89494972,-0.93851611,-0.79386383,-0.9922821
-0.92078716,-0.96893202,-1.0329832,-0.91914448,-0.99840479,-0.88373158,-0.87438663,-0.96022209,-0.82226877,-0.98852591,-0.83737684,-0.89811699,-0.85245819,-0.84750436,-0.84369961,-0.89762203,-0.88279555,-0.85034776,-0.91985788,-0.88538036,-0.89180433,-0.88434139,-0.86377982,-0.85052255,-0.89164349,-0.94161606,-0.79168235,-0.98011293
-0.93657191,-0.97856629,-1.0296575,-0.94678577,-1.0253321,-0.89834973,-0.8761542,-0.97704852,-0.84541316,-0.97580926,-0.83190298,-0.9083046,-0.89271787,-0.8619135,-0.8804067,-0.9427395,-0.91772946,-0.88228614,-0.94675458,-0.91420619,-0.90589945,-0.91255943,-0.86816373,-0.86269171,-0.90922861,-0.96363598,-0.82971438,-0.9930273
