0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-1.9630089,-1.8289016,-1.988754,-2.113801,-2.1644563,-2.1447538,-2.1309831,-2.2452953,-2.10559,-2.0830233,-2.1308119,-2.0737575,-1.6335956,-1.7745713,-1.7545353,-2.0042949,-1.8822486,-1.8803376,-2.0537427,-1.7462554,-1.9005352,-1.8441798,-1.8976316,-1.6320369,-1.8292712,-1.6736877,-1.6537432,-2.1597074,-1.9225668,-2.1888124,-1.8337093,-1.7170132,-1.9828064,-1.8660211,-2.2551199,-1.80105
-1.9578249,-1.8414675,-2.0247361,-2.0918377,-2.1785406,-2.1653963,-2.1095306,-2.2238504,-2.1215382,-2.0920583,-2.1044297,-2.0733013,-1.6431746,-1.7740359,-1.7778696,-1.9856122,-1.8805859,-1.8626622,-2.0368519,-1.7412629,-1.8827306,-1.8399126,-1.8960795,-1.6301156,-1.8324255,-1.6714786,-1.6509743,-2.1756027,-1.9079556,-2.1855193,-1.8276812,-1.7280588,-1.978861,-1.8419912,-2.2336627,-1.7989155
-1.9561449,-1.806303,-1.9262087,-2.0488137,-2.0660474,-2.1561603,-2.0841777,-2.1718719,-2.0359098,-2.0494615,-2.0747549,-2.0446071,-1.613675,-1.7765863,-1.7514154,-1.9532813,-1.865817,-1.8496866,-2.0330295,-1.7227405,-1.8684585,-1.8257454,-1.8432461,-1.6074832,-1.8226135,-1.6601836,-1.6318785,-2.1655955,-1.8800899,-2.1764684,-1.7764496,-1.6833033,-1.9373334,-1.8350253,-2.2291947,-1.7783754
-1.9382889,-1.8032227,-1.8751776,-2.00028,-2.0460694,-2.0793166,-2.0555431,-2.0926266,-2.0025698,-2.0367842,-2.0254059,-2.0383458,-1.5989067,-1.7307487,-1.7256979,-1.9336383,-1.8366427,-1.8331789,-2.0135432,-1.6986402,-1.8184211,-1.792737,-1.8200732,-1.603764,-1.8098929,-1.6349352,-1.6127075,-2.1009848,-1.8400417,-2.0963777,-1.7743909,-1.6668214,-1.8914424,-1.8119025,-2.2214948,-1.7594283
-1.8966569,-1.7809696,-1.8131615,-1.9664324,-1.9790934,-2.0127019,-2.0297776,-2.0646897,-1.9300248,-1.9729955,-1.9449096,-1.9590426,-1.5667659,-1.6962683,-1.6751078,-1.8935375,-1.8033249,-1.797872,-1.9432683,-1.6772231,-1.7953105,-1.7396792,-1.7765835,-1.576161,-1.7941343,-1.6061423,-1.5885706,-2.0227232,-1.7960921,-2.0538159,-1.7168053,-1.6468486,-1.8408704,-1.7643904,-2.1698563,-1.7011332
-1.8698569,-1.7556218,-1.7475683,-1.9380004,-1.8481032,-1.9173169,-1.976859,-1.9970254,-1.8515471,-1.8758105,-1.8604048,-1.8744941,-1.5238929,-1.6573775,-1.6160246,-1.8322659,-1.7506788,-1.7399271,-1.9160468,-1.630356,-1.7538421,-1.6979,-1.7457122,-1.5718248,-1.8070359,-1.5587656,-1.5602654,-2.0028674,-1.7835738,-1.9980195,-1.6713501,-1.5914604,-1.7853164,-1.7076874,-2.0940587,-1.6717769
-1.8387049,-1.7272368,-1.6706089,-1.877526,-1.7500571,-1.8389493,-1.9365419,-1.9270575,-1.7441958,-1.819614,-1.7906455,-1.8056195,-1.4888319,-1.6362272,-1.5842406,-1.8001241,-1.7090867,-1.6948264,-1.8441062,-1.5794396,-1.7082452,-1.6676882,-1.7278942,-1.5191041,-1.7868432,-1.5561697,-1.5116456,-1.9155491,-1.7527496,-1.9039072,-1.6217181,-1.563773,-1.7372187,-1.6482802,-2.0531576,-1.6207822
-1.8122888,-1.6952102,-1.6338861,-1.8313616,-1.7210422,-1.8199001,-1.8649648,-1.87399,-1.6991033,-1.7911137,-1.7175116,-1.7310435,-1.415548,-1.6098068,-1.5509617,-1.7444835,-1.6627405,-1.6898347,-1.7890046,-1.551225,-1.6736574,-1.6327234,-1.6998788,-1.490796,-1.7479961,-1.5173298,-1.5022256,-1.8727482,-1.7370404,-1.8252663,-1.6134387,-1.5561249,-1.691963,-1.582643,-1.986296,-1.5645597
-1.7364328,-1.6687684,-1.5844001,-1.7593979,-1.6390449,-1.7316499,-1.7891498,-1.7652581,-1.640386,-1.718905,-1.6573235,-1.7126534,-1.3956646,-1.5434388,-1.4796156,-1.6840995,-1.6273573,-1.6367794,-1.7276529,-1.4739804,-1.6180445,-1.5597346,-1.6228792,-1.4611835,-1.7091102,-1.490072,-1.4476468,-1.8772105,-1.6776916,-1.7942407,-1.5545942,-1.5037746,-1.604628,-1.5315025,-1.9101275,-1.5348012
