1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-1.1118588,-1.1166772,-1.1538448,-1.9327622,-1.1703941,-2.0864464,-1.1586763,-1.2334958,-1.1668282,-1.4772383,-1.1076557,-1.3704686,-1.2498632,-1.1229006,-1.6658695,-2.2237718,-1.7396784,-1.6007838,-1.8131363,-2.223852,-2.2235094,-1.0201286,-2.226883,-2.2260611,-1.8406237,-2.226544,-2.1322711,-1.0402905
-1.1119312,-1.1165929,-1.1540144,-1.9329139,-1.1704662,-2.0867978,-1.1586477,-1.2335435,-1.1669414,-1.477561,-1.1075761,-1.3706803,-1.2497377,-1.123223,-1.6658637,-2.2238252,-1.7396013,-1.6008251,-1.8133107,-2.2237671,-2.2234697,-1.0200432,-2.2268137,-2.2259822,-1.8407389,-2.2266169,-2.1324358,-1.0401762
-1.1118131,-1.1166446,-1.1540585,-1.9324865,-1.1704854,-2.0866124,-1.1587131,-1.233353,-1.1669442,-1.4775389,-1.1075921,-1.3705187,-1.2496852,-1.1231667,-1.6656494,-2.2237869,-1.7396933,-1.6006483,-1.8130545,-2.2238562,-2.2235463,-1.0201135,-2.2267482,-2.2260277,-1.8407328,-2.2265928,-2.1324727,-1.0403994
-1.1119971,-1.1165188,-1.1538724,-1.9328981,-1.1706323,-2.086381,-1.1585262,-1.2335019,-1.1669492,-1.4774392,-1.1077972,-1.3707705,-1.2498857,-1.1230479,-1.6658891,-2.2236532,-1.7397311,-1.6008289,-1.8130801,-2.2238821,-2.2233124,-1.0201706,-2.2269623,-2.2259979,-1.8407461,-2.2267464,-2.1324752,-1.0402218
-1.1120138,-1.1163453,-1.1540519,-1.9324885,-1.1704207,-2.0866347,-1.1586446,-1.233158,-1.167118,-1.4771904,-1.1076036,-1.3707395,-1.2496748,-1.1231324,-1.6658115,-2.2235861,-1.7395855,-1.6007441,-1.8131139,-2.2238178,-2.2234299,-1.0202559,-2.2268971,-2.2260612,-1.8406844,-2.2266671,-2.1322933,-1.0404218
-1.1120409,-1.1167042,-1.1538642,-1.9327239,-1.1703077,-2.0866094,-1.1585494,-1.2334518,-1.1667804,-1.4772173,-1.1078032,-1.3706037,-1.2498683,-1.1229645,-1.6658285,-2.2235531,-1.7396062,-1.6008331,-1.8131954,-2.2237761,-2.2232894,-1.0201588,-2.2267042,-2.226048,-1.8406154,-2.2267149,-2.132418,-1.0403156
-1.1117629,-1.1162982,-1.153768,-1.9328,-1.1704923,-2.0863573,-1.1587818,-1.2333572,-1.1669067,-1.4773381,-1.1075568,-1.3707561,-1.2498678,-1.1232066,-1.6657916,-2.2236104,-1.7396845,-1.6007149,-1.8131552,-2.2236428,-2.2234803,-1.0201765,-2.2266479,-2.22619,-1.8406168,-2.226619,-2.1323598,-1.0403268
-1.1118248,-1.1163534,-1.1539928,-1.9328456,-1.1705185,-2.0863115,-1.1587683,-1.23335,-1.1671012,-1.4772016,-1.1077971,-1.370773,-1.2499454,-1.1231296,-1.6656735,-2.2237489,-1.739547,-1.6007716,-1.8131934,-2.223607,-2.2233406,-1.0200775,-2.2267047,-2.2262312,-1.8407311,-2.2267139,-2.1325861,-1.0401594
-1.1118719,-1.1166967,-1.1541064,-1.9328372,-1.170366,-2.0863536,-1.1585,-1.2332839,-1.1668516,-1.4773189,-1.10761,-1.3707126,-1.2495677,-1.1230605,-1.6659478,-2.2238237,-1.7397729,-1.6009207,-1.8131114,-2.2239261,-2.2234902,-1.0201837,-2.2269427,-2.2261312,-1.8407722,-2.2266587,-2.1324529,-1.0402733
-1.111886,-1.1167046,-1.1541259,-1.9325593,-1.170466,-2.086614,-1.1584536,-1.2331985,-1.1667764,-1.477488,-1.1075338,-1.3708247,-1.2495936,-1.1230705,-1.6656564,-2.2236562,-1.7396546,-1.6008947,-1.8132887,-2.2239154,-2.2235873,-1.0201151,-2.2269727,-2.2261696,-1.8406486,-2.2268296,-2.1322692,-1.0402232
-1.1119761,-1.1164561,-1.1540347,-1.9326518,-1.1706943,-2.0866967,-1.1588203,-1.2331957,-1.166721,-1.4773868,-1.1077502,-1.3706533,-1.2499181,-1.1230164,-1.6659352,-2.223781,-1.7396525,-1.6007717,-1.8132795,-2.2237154,-2.223241,-1.0201422,-2.2268836,-2.2260271,-1.8407477,-2.2265977,-2.1325653,-1.0402376
-1.1120657,-1.1164444,-1.1537691,-1.932606,-1.1705679,-2.0867639,-1.1585668,-1.2333067,-1.1670012,-1.4773322,-1.1075929,-1.3706123,-1.2496239,-1.1232554,-1.6659015,-2.2238482,-1.7396508,-1.6008465,-1.8130268,-2.2237079,-2.2234213,-1.0202138,-2.226791,-2.2260954,-1.8405692,-2.2264992,-2.1324795,-1.040205
-1.1120678,-1.1166861,-1.1537946,-1.9328212,-1.170628,-2.0868071,-1.1585775,-1.2331794,-1.1668243,-1.4771608,-1.1078453,-1.3708026,-1.2499397,-1.1229402,-1.6659383,-2.2236228,-1.7395458,-1.6008347,-1.8131739,-2.2236425,-2.2234985,-1.0200765,-2.2267576,-2.2263248,-1.840489,-2.2265206,-2.1325831,-1.0402828
-1.1117898,-1.1166998,-1.1540671,-1.9329324,-1.1703122,-2.0867284,-1.1587294,-1.2334571,-1.1667755,-1.4774909,-1.1078496,-1.370857,-1.2498507,-1.1231396,-1.6659307,-2.2236372,-1.7396545,-1.6009204,-1.813134,-2.2238498,-2.2234504,-1.0202773,-2.2268096,-2.2263184,-1.8405433,-2.2265171,-2.1325151,-1.0404227
-1.1118955,-1.1163749,-1.1539641,-1.9325542,-1.1706493,-2.0868074,-1.1584286,-1.2332935,-1.1669806,-1.4774792,-1.1078455,-1.3705565,-1.2497305,-1.1230079,-1.6657045,-2.2236825,-1.7396645,-1.6008288,-1.8130624,-2.2239307,-2.2233905,-1.0201558,-2.2267081,-2.2259959,-1.8405131,-2.2265139,-2.132301,-1.0403601
-1.1118823,-1.1165598,-1.1540198,-1.9328407,-1.1706442,-2.0866522,-1.1585623,-1.2333874,-1.1667309,-1.4772144,-1.1076662,-1.3705595,-1.2497093,-1.1232341,-1.6657811,-2.2238824,-1.7397446,-1.6006522,-1.8129915,-2.2237588,-2.2234167,-1.0202595,-2.2266524,-2.226199,-1.8404563,-2.2265567,-2.1323962,-1.040391
-1.111793,-1.1164645,-1.1539968,-1.9325065,-1.1704623,-2.0866264,-1.1584537,-1.2334014,-1.1668623,-1.4773486,-1.1076662,-1.3705,-1.249892,-1.1232244,-1.665683,-2.2238507,-1.7398592,-1.6007698,-1.8131099,-2.2239331,-2.2235212,-1.0202898,-2.2268884,-2.2260516,-1.8406532,-2.2267772,-2.13229,-1.0402394
-1.112015,-1.1165176,-1.1537569,-1.9326424,-1.1706927,-2.0865221,-1.1587587,-1.2333108,-1.1667374,-1.4773177,-1.107522,-1.3704775,-1.2496381,-1.1229348,-1.6658697,-2.2238058,-1.7397686,-1.6007113,-1.8132031,-2.2235987,-2.2235695,-1.0202306,-2.2268431,-2.2259903,-1.8406845,-2.2268225,-2.1322746,-1.0401971
-1.111953,-1.1163798,-1.1539451,-1.93271,-1.1705491,-2.0865289,-1.1584672,-1.2334486,-1.1671156,-1.4772404,-1.1076153,-1.3708168,-1.249677,-1.1232433,-1.6656539,-2.2235711,-1.7398082,-1.6006239,-1.8131393,-2.2237849,-2.2233105,-1.0200869,-2.2268989,-2.226323,-1.8405537,-2.2267273,-2.1324531,-1.040273
-1.1120299,-1.1164086,-1.1537862,-1.9328073,-1.1703387,-2.0866844,-1.1586051,-1.2335296,-1.1668185,-1.4773179,-1.1076133,-1.3704337,-1.2498155,-1.1231397,-1.6657498,-2.2237926,-1.7398326,-1.6008921,-1.8131589,-2.2236967,-2.2234684,-1.0200797,-2.2269952,-2.2261261,-1.840673,-2.226734,-2.1326073,-1.0403201
-1.1117844,-1.1164701,-1.15382,-1.9324906,-1.1704141,-2.0866787,-1.1586782,-1.2333342,-1.1668494,-1.4775845,-1.1075239,-1.3707961,-1.2498797,-1.1231025,-1.6658054,-2.223582,-1.7397449,-1.6008577,-1.8133057,-2.2237182,-2.2234881,-1.0201635,-2.2268502,-2.2262646,-1.840778,-2.2265403,-2.1322674,-1.0403837
-1.1121036,-1.1166876,-1.1539336,-1.9325824,-1.1703204,-2.0863341,-1.1586123,-1.2332037,-1.1670924,-1.4774806,-1.1078006,-1.3705361,-1.249698,-1.1229944,-1.6657933,-2.223525,-1.7398434,-1.6007925,-1.8130345,-2.2235985,-2.2235473,-1.0201518,-2.2267035,-2.2260557,-1.8406589,-2.2268646,-2.1325076,-1.0403073
-1.1119462,-1.116477,-1.1538205,-1.9324792,-1.1705252,-2.0863881,-1.158556,-1.2332709,-1.1667829,-1.4772242,-1.1077663,-1.3706912,-1.2497325,-1.1231619,-1.665938,-2.2235511,-1.7396494,-1.6009124,-1.8131664,-2.2235844,-2.2233905,-1.0201053,-2.2267941,-2.226227,-1.8405016,-2.2267238,-2.1325709,-1.0403063
-1.1121011,-1.1166728,-1.1538343,-1.9327816,-1.1704513,-2.0866626,-1.1584789,-1.233371,-1.1669125,-1.4775324,-1.1078331,-1.3708678,-1.2497454,-1.123038,-1.6658627,-2.2237544,-1.7396136,-1.6006513,-1.8132777,-2.2238736,-2.2233577,-1.0202576,-2.2269693,-2.2262738,-1.8404909,-2.2267406,-2.1325129,-1.0403776
