1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0
0.12857022,0.37394749,0.73554268,0.048240319,0.14504028,0.8490086,0.10690076,0.42985934,0.83613619,1.1587665,-0.067991316,0.60538242,-0.0829634,0.77320131,0.70022125,0.54783877,1.0020572,0.54959875
0.29056718,0.60723595,0.76892769,-0.039317146,0.26919242,0.99800718,0.20702475,0.50648082,0.9403795,1.2204864,-0.020940808,0.88109134,-0.013905207,0.81281208,0.99113294,0.53699562,1.1261797,0.74778555
0.47177484,0.74407897,0.7267928,-0.080912553,0.38161117,1.0412044,0.38433431,0.62539167,0.96506597,1.2928786,0.090211798,1.0810109,0.12943015,0.8649073,1.1493288,0.51677771,1.2034885,1.0031089
0.41847887,0.70278599,0.68833205,0.007981706,0.36744004,0.96168325,0.64064007,0.64685212,0.95430171,1.3310282,0.270651,1.1757293,0.36286017,0.93764299,1.1520498,0.56694139,1.2365943,1.2132843
0.21125435,0.64162525,0.66484295,0.16066461,0.24908569,0.7975575,0.89898245,0.61348951,0.90653794,1.3370122,0.48581367,1.1583625,0.62853714,1.0020938,1.0671038,0.6577993,1.2206357,1.3726349
0.11383191,0.66566011,0.67377372,0.17423163,0.10532911,0.56981815,1.0373277,0.59371125,0.8118869,1.3223429,0.7203948,1.0368753,0.83464794,1.0123494,0.92263405,0.69386719,1.1478901,1.4773384
0.14280729,0.76674442,0.71518278,0.03591463,-0.058872264,0.4283992,1.0557533,0.58015687,0.66972638,1.2877446,0.88801212,0.9404369,0.97518723,0.98649714,0.86308254,0.66913653,1.0577828,1.5271543
0.22293133,0.85318807,0.77737059,-0.096479879,-0.14208964,0.4193707,1.0712897,0.55680328,0.62282113,1.2613948,0.96519949,0.90928226,1.0407089,0.96090963,0.9292841,0.63057462,1.0273268,1.5556589
0.26545793,0.90043122,0.85288659,-0.036840674,-0.024701611,0.52943856,1.1559456,0.53954201,0.83954266,1.2765247,1.0178136,0.94226941,1.0935301,0.95910607,1.0413183,0.63357294,1.0728239,1.6024509
